now,ticks,ratio,Tx,Rx,lost,lambda,K,rho,E[N],E[T],P_IDLE,P_LOSS
2017/01/16 23:10:24,600.000000,0.000001,59783.000000,59783.000,0.000000,100.000000,-1.000000,0.200000,2.463764e-02,0.002247,0.977395,0.000000
2017/01/16 23:10:28,600.000000,0.000001,60177.000000,60177.000,0.000000,100.000000,-1.000000,0.200000,2.511814e-02,0.002250,0.977070,0.000000
2017/01/16 23:10:32,600.000000,0.000001,59938.000000,59938.000,0.000000,100.000000,-1.000000,0.200000,2.457246e-02,0.002246,0.977537,0.000000
2017/01/16 23:10:36,600.000000,0.000001,60208.000000,60208.000,0.000000,100.000000,-1.000000,0.200000,2.493538e-02,0.002248,0.977083,0.000000
2017/01/16 23:10:40,600.000000,0.000001,59955.000000,59955.000,0.000000,100.000000,-1.000000,0.200000,2.481110e-02,0.002248,0.977281,0.000000
2017/01/16 23:10:44,600.000000,0.000001,60004.000000,60004.000,0.000000,100.000000,-1.000000,0.200000,2.563737e-02,0.002256,0.976558,0.000000
2017/01/16 23:10:48,600.000000,0.000001,59906.000000,59906.000,0.000000,100.000000,-1.000000,0.200000,2.467687e-02,0.002247,0.977332,0.000000
2017/01/16 23:10:52,600.000000,0.000001,60238.000000,60238.000,0.000000,100.000000,-1.000000,0.200000,2.520008e-02,0.002251,0.976939,0.000000
2017/01/16 23:10:56,600.000000,0.000001,59976.000000,59976.000,0.000000,100.000000,-1.000000,0.200000,2.487820e-02,0.002249,0.977189,0.000000
2017/01/16 23:11:00,600.000000,0.000001,59951.000000,59951.000,0.000000,100.000000,-1.000000,0.200000,2.467796e-02,0.002247,0.977225,0.000000
2017/01/16 23:11:04,600.000000,0.000001,90185.000000,90185.000,0.000000,150.000000,-1.000000,0.300000,6.463605e-02,0.002430,0.944604,0.000000
2017/01/16 23:11:08,600.000000,0.000001,90142.000000,90142.000,0.000000,150.000000,-1.000000,0.300000,6.375643e-02,0.002424,0.945185,0.000000
2017/01/16 23:11:11,600.000000,0.000001,90102.000000,90102.000,0.000000,150.000000,-1.000000,0.300000,6.445446e-02,0.002429,0.944683,0.000000
2017/01/16 23:11:15,600.000000,0.000001,90127.000000,90127.000,0.000000,150.000000,-1.000000,0.300000,6.405035e-02,0.002426,0.944907,0.000000
2017/01/16 23:11:19,600.000000,0.000001,90236.000000,90236.000,0.000000,150.000000,-1.000000,0.300000,6.437681e-02,0.002428,0.944931,0.000000
2017/01/16 23:11:23,600.000000,0.000001,89802.000000,89802.000,0.000000,150.000000,-1.000000,0.300000,6.219596e-02,0.002416,0.946060,0.000000
2017/01/16 23:11:27,600.000000,0.000001,89741.000000,89741.000,0.000000,150.000000,-1.000000,0.300000,6.344700e-02,0.002424,0.945481,0.000000
2017/01/16 23:11:31,600.000000,0.000001,89875.000000,89875.000,0.000000,150.000000,-1.000000,0.300000,6.465749e-02,0.002432,0.944721,0.000000
2017/01/16 23:11:36,600.000000,0.000001,89489.000000,89489.000,0.000000,150.000000,-1.000000,0.300000,6.450522e-02,0.002432,0.945053,0.000000
2017/01/16 23:11:40,600.000000,0.000001,90040.000000,90040.000,0.000000,150.000000,-1.000000,0.300000,6.340897e-02,0.002423,0.945172,0.000000
2017/01/16 23:11:44,600.000000,0.000001,120002.000000,120002.000,0.000000,200.000000,-1.000000,0.400000,1.331450e-01,0.002666,0.895247,0.000000
2017/01/16 23:11:48,600.000000,0.000001,119857.000000,119857.000,0.000000,200.000000,-1.000000,0.400000,1.324542e-01,0.002663,0.895666,0.000000
2017/01/16 23:11:52,600.000000,0.000001,119960.000000,119960.000,0.000000,200.000000,-1.000000,0.400000,1.367381e-01,0.002684,0.894021,0.000000
2017/01/16 23:11:56,600.000000,0.000001,119492.000000,119492.000,0.000000,200.000000,-1.000000,0.400000,1.311466e-01,0.002659,0.896456,0.000000
2017/01/16 23:12:01,600.000000,0.000001,119524.000000,119524.000,0.000000,200.000000,-1.000000,0.400000,1.306402e-01,0.002656,0.896659,0.000000
2017/01/16 23:12:05,600.000000,0.000001,119730.000000,119730.000,0.000000,200.000000,-1.000000,0.400000,1.317418e-01,0.002660,0.896057,0.000000
2017/01/16 23:12:09,600.000000,0.000001,120054.000000,120054.000,0.000000,200.000000,-1.000000,0.400000,1.326726e-01,0.002663,0.895258,0.000000
2017/01/16 23:12:13,600.000000,0.000001,119579.000000,119579.000,0.000000,200.000000,-1.000000,0.400000,1.301347e-01,0.002653,0.896980,0.000000
2017/01/16 23:12:17,600.000000,0.000001,119760.000000,119758.000,0.000000,200.000000,-1.000000,0.400000,1.307485e-01,0.002655,0.896087,0.000000
2017/01/16 23:12:21,600.000000,0.000001,120196.000000,120196.000,0.000000,200.000000,-1.000000,0.400000,1.306778e-01,0.002652,0.896353,0.000000
2017/01/16 23:12:25,600.000000,0.000001,149439.000000,149439.000,0.000000,250.000000,-1.000000,0.500000,2.438176e-01,0.002979,0.826786,0.000000
2017/01/16 23:12:29,600.000000,0.000001,150660.000000,150655.000,0.000000,250.000000,-1.000000,0.500000,2.567637e-01,0.003022,0.822233,0.000000
2017/01/16 23:12:33,600.000000,0.000001,149890.000000,149890.000,0.000000,250.000000,-1.000000,0.500000,2.505272e-01,0.003003,0.824382,0.000000
2017/01/16 23:12:38,600.000000,0.000001,150010.000000,150010.000,0.000000,250.000000,-1.000000,0.500000,2.493274e-01,0.002997,0.824615,0.000000
2017/01/16 23:12:42,600.000000,0.000001,150335.000000,150333.000,0.000000,250.000000,-1.000000,0.500000,2.516621e-01,0.003004,0.823414,0.000000
2017/01/16 23:12:46,600.000000,0.000001,149511.000000,149511.000,0.000000,250.000000,-1.000000,0.500000,2.523752e-01,0.003013,0.824169,0.000000
2017/01/16 23:12:50,600.000000,0.000001,149870.000000,149868.000,0.000000,250.000000,-1.000000,0.500000,2.478232e-01,0.002992,0.824861,0.000000
2017/01/16 23:12:55,600.000000,0.000001,150003.000000,150003.000,0.000000,250.000000,-1.000000,0.500000,2.507820e-01,0.003003,0.824012,0.000000
2017/01/16 23:12:59,600.000000,0.000001,149841.000000,149841.000,0.000000,250.000000,-1.000000,0.500000,2.520234e-01,0.003009,0.823919,0.000000
2017/01/16 23:13:03,600.000000,0.000001,150095.000000,150095.000,0.000000,250.000000,-1.000000,0.500000,2.496171e-01,0.002998,0.824158,0.000000
2017/01/16 23:13:07,600.000000,0.000001,180127.000000,180127.000,0.000000,300.000000,-1.000000,0.600000,4.488737e-01,0.003495,0.728770,0.000000
2017/01/16 23:13:11,600.000000,0.000001,180635.000000,180635.000,0.000000,300.000000,-1.000000,0.600000,4.550714e-01,0.003512,0.726080,0.000000
2017/01/16 23:13:15,600.000000,0.000001,180953.000000,180953.000,0.000000,300.000000,-1.000000,0.600000,4.588210e-01,0.003521,0.724549,0.000000
2017/01/16 23:13:19,600.000000,0.000001,179879.000000,179879.000,0.000000,300.000000,-1.000000,0.600000,4.514928e-01,0.003506,0.729261,0.000000
2017/01/16 23:13:24,600.000000,0.000001,179867.000000,179867.000,0.000000,300.000000,-1.000000,0.600000,4.397600e-01,0.003467,0.731344,0.000000
2017/01/16 23:13:28,600.000000,0.000001,179072.000000,179072.000,0.000000,300.000000,-1.000000,0.600000,4.415212e-01,0.003479,0.732764,0.000000
2017/01/16 23:13:32,600.000000,0.000001,180455.000000,180454.000,0.000000,300.000000,-1.000000,0.600000,4.528322e-01,0.003506,0.727158,0.000000
2017/01/16 23:13:36,600.000000,0.000001,179577.000000,179577.000,0.000000,300.000000,-1.000000,0.600000,4.449546e-01,0.003487,0.731482,0.000000
2017/01/16 23:13:40,600.000000,0.000001,179820.000000,179820.000,0.000000,300.000000,-1.000000,0.600000,4.460313e-01,0.003488,0.729814,0.000000
2017/01/16 23:13:45,600.000000,0.000001,179355.000000,179354.000,0.000000,300.000000,-1.000000,0.600000,4.460182e-01,0.003492,0.731260,0.000000
2017/01/16 23:13:50,600.000000,0.000001,210634.000000,210634.000,0.000000,350.000000,-1.000000,0.700000,8.115608e-01,0.004312,0.601903,0.000000
2017/01/16 23:13:54,600.000000,0.000001,209454.000000,209454.000,0.000000,350.000000,-1.000000,0.700000,8.032998e-01,0.004301,0.606692,0.000000
2017/01/16 23:13:58,600.000000,0.000001,209756.000000,209749.000,0.000000,350.000000,-1.000000,0.700000,8.215668e-01,0.004350,0.604858,0.000000
2017/01/16 23:14:03,600.000000,0.000001,210041.000000,210037.000,0.000000,350.000000,-1.000000,0.700000,8.138542e-01,0.004325,0.603537,0.000000
2017/01/16 23:14:07,600.000000,0.000001,210890.000000,210890.000,0.000000,350.000000,-1.000000,0.700000,8.209145e-01,0.004336,0.600777,0.000000
2017/01/16 23:14:11,600.000000,0.000001,210337.000000,210335.000,0.000000,350.000000,-1.000000,0.700000,8.056463e-01,0.004298,0.604589,0.000000
2017/01/16 23:14:15,600.000000,0.000001,209053.000000,209053.000,0.000000,350.000000,-1.000000,0.700000,8.105945e-01,0.004326,0.607768,0.000000
2017/01/16 23:14:20,600.000000,0.000001,209981.000000,209980.000,0.000000,350.000000,-1.000000,0.700000,8.189580e-01,0.004340,0.604072,0.000000
2017/01/16 23:14:24,600.000000,0.000001,210081.000000,210080.000,0.000000,350.000000,-1.000000,0.700000,8.174514e-01,0.004335,0.604188,0.000000
2017/01/16 23:14:28,600.000000,0.000001,209981.000000,209981.000,0.000000,350.000000,-1.000000,0.700000,8.218897e-01,0.004348,0.603921,0.000000
2017/01/16 23:14:33,600.000000,0.000001,239775.000000,239775.000,0.000000,400.000000,-1.000000,0.800000,1.566225e+00,0.005919,0.447379,0.000000
2017/01/16 23:14:37,600.000000,0.000001,239366.000000,239366.000,0.000000,400.000000,-1.000000,0.800000,1.567929e+00,0.005930,0.448503,0.000000
2017/01/16 23:14:41,600.000000,0.000001,240129.000000,240122.000,0.000000,400.000000,-1.000000,0.800000,1.601700e+00,0.006002,0.442541,0.000000
2017/01/16 23:14:46,600.000000,0.000001,239663.000000,239663.000,0.000000,400.000000,-1.000000,0.800000,1.558717e+00,0.005902,0.448484,0.000000
2017/01/16 23:14:51,600.000000,0.000001,239344.000000,239343.000,0.000000,400.000000,-1.000000,0.800000,1.559683e+00,0.005910,0.450332,0.000000
2017/01/16 23:14:55,600.000000,0.000001,240153.000000,240151.000,0.000000,400.000000,-1.000000,0.800000,1.641455e+00,0.006101,0.443019,0.000000
2017/01/16 23:15:00,600.000000,0.000001,240789.000000,240788.000,0.000000,400.000000,-1.000000,0.800000,1.679669e+00,0.006185,0.438272,0.000000
2017/01/16 23:15:04,600.000000,0.000001,239986.000000,239981.000,0.000000,400.000000,-1.000000,0.800000,1.596179e+00,0.005991,0.445869,0.000000
2017/01/16 23:15:09,600.000000,0.000001,239866.000000,239866.000,0.000000,400.000000,-1.000000,0.800000,1.587637e+00,0.005971,0.445168,0.000000
2017/01/16 23:15:13,600.000000,0.000001,239390.000000,239390.000,0.000000,400.000000,-1.000000,0.800000,1.570932e+00,0.005937,0.449835,0.000000
2017/01/16 23:15:17,600.000000,0.000001,269783.000000,269776.000,0.000000,450.000000,-1.000000,0.900000,3.948616e+00,0.010782,0.247893,0.000000
2017/01/16 23:15:22,600.000000,0.000001,269729.000000,269726.000,0.000000,450.000000,-1.000000,0.900000,3.983001e+00,0.010860,0.247237,0.000000
2017/01/16 23:15:26,600.000000,0.000001,270045.000000,270045.000,0.000000,450.000000,-1.000000,0.900000,4.103722e+00,0.011118,0.245782,0.000000
2017/01/16 23:15:31,600.000000,0.000001,269997.000000,269997.000,0.000000,450.000000,-1.000000,0.900000,3.903817e+00,0.010675,0.247076,0.000000
2017/01/16 23:15:36,600.000000,0.000001,269570.000000,269570.000,0.000000,450.000000,-1.000000,0.900000,4.048114e+00,0.011010,0.248990,0.000000
2017/01/16 23:15:40,600.000000,0.000001,270065.000000,270056.000,0.000000,450.000000,-1.000000,0.900000,4.109917e+00,0.011131,0.245205,0.000000
2017/01/16 23:15:45,600.000000,0.000001,269858.000000,269858.000,0.000000,450.000000,-1.000000,0.900000,3.960911e+00,0.010807,0.247088,0.000000
2017/01/16 23:15:49,600.000000,0.000001,269229.000000,269229.000,0.000000,450.000000,-1.000000,0.900000,3.982628e+00,0.010876,0.251456,0.000000
2017/01/16 23:15:54,600.000000,0.000001,270168.000000,270153.000,0.000000,450.000000,-1.000000,0.900000,4.042390e+00,0.010977,0.245040,0.000000
2017/01/16 23:16:00,600.000000,0.000001,269828.000000,269828.000,0.000000,450.000000,-1.000000,0.900000,4.001760e+00,0.010898,0.248019,0.000000
